X,Y,Theta1_deg,Theta2_deg
51.364670825837294,-18.206306170071436,2.0,-88.0
52.06011061630785,-18.145463072240418,2.0,-86.0
52.753003370156094,-18.060386539706357,2.0,-84.0
53.44250490429339,-17.95118022511911,2.0,-82.0
54.12777516730998,-17.81797717955106,2.0,-80.0
54.807979262948145,-17.66093969039488,2.0,-78.0
55.482288467294765,-17.48025908364133,2.0,-76.0
56.14988123845373,-17.27615549077802,2.0,-74.0
56.809944217468164,-17.048877580593118,2.0,-72.0
57.46167321927303,-16.798702256210696,2.0,-70.0
58.10427421247079,-16.525934317726968,2.0,-68.0
58.73696428673634,-16.23090609085829,2.0,-66.0
59.3589726066726,-15.913977022053487,2.0,-64.0
59.969541350954785,-15.575533240563722,2.0,-62.0
60.56792663561889,-15.215987088003466,2.0,-60.0
61.15339942036972,-14.835776615975785,2.0,-58.0
61.72524639680425,-14.4353650523739,2.0,-56.0
62.28277085746795,-14.015240237009388,2.0,-54.0
62.82529354468557,-13.57591402725451,2.0,-52.0
63.35215347813195,-13.117921674422833,2.0,-50.0
63.86270876013473,-12.641821171647972,2.0,-48.0
64.35633735772781,-12.148192574054896,2.0,-46.0
64.83243786050267,-11.637637292052114,2.0,-44.0
65.29043021333435,-11.110777358605736,2.0,-42.0
65.72975642308923,-10.568254671388114,2.0,-40.0
66.14988123845373,-10.010730210724414,2.0,-38.0
66.55029280205562,-9.438883234289886,2.0,-36.0
66.9305032740833,-8.853410449539048,2.0,-34.0
67.29004942664356,-8.255025164874949,2.0,-32.0
67.62849320813332,-7.644456420592767,2.0,-30.0
67.94542227693813,-7.0224481006565,2.0,-28.0
68.2404505038068,-6.389758026390957,2.0,-26.0
68.51321844229054,-5.747157033193193,2.0,-24.0
68.76339376667295,-5.095428031388326,2.0,-22.0
68.99067167685786,-4.4353650523739,2.0,-20.0
69.19477526972116,-3.767772281214935,2.0,-18.0
69.37545587647472,-3.0934630768683062,2.0,-16.0
69.5324933656309,-2.413258981230139,2.0,-14.0
69.66569641119895,-1.7279887182135585,2.0,-12.0
69.77490272578619,-1.0384871840762602,2.0,-10.0
69.85997925832025,-0.34559443022802117,2.0,-8.0
69.92082235615126,0.3498453602425422,2.0,-6.0
69.9573578913367,1.046984901075029,2.0,-4.0
69.96954135095478,1.7449748351250485,2.0,-2.0
69.9573578913367,2.442964769175068,2.0,0.0
69.92082235615126,3.1401043100075547,2.0,2.0
69.85997925832025,3.835544100478118,2.0,4.0
69.77490272578619,4.528436854326357,2.0,6.0
69.66569641119895,5.217938388463655,2.0,8.0
69.5324933656309,5.903208651480234,2.0,10.0
69.37545587647472,6.583412747118403,2.0,12.0
69.19477526972116,7.257721951465031,2.0,14.0
68.99067167685786,7.925314722623996,2.0,16.0
68.76339376667295,8.585377701638423,2.0,18.0
68.51321844229054,9.237106703443288,2.0,20.0
68.2404505038068,9.879707696641052,2.0,22.0
67.94542227693813,10.512397770906597,2.0,24.0
67.62849320813332,11.134406090842866,2.0,26.0
67.29004942664355,11.74497483512505,2.0,28.0
66.9305032740833,12.343360119789146,2.0,30.0
66.55029280205562,12.928832904539988,2.0,32.0
66.14988123845373,13.500679880974515,2.0,34.0
65.72975642308923,14.058204341638215,2.0,36.0
65.29043021333435,14.600727028855836,2.0,38.0
64.83243786050267,15.127586962302214,2.0,40.0
64.35633735772781,15.638142244304996,2.0,42.0
63.86270876013473,16.13177084189807,2.0,44.0
63.35215347813195,16.607871344672933,2.0,46.0
62.82529354468557,17.06586369750461,2.0,48.0
62.28277085746795,17.50518990725949,2.0,50.0
61.725246396804245,17.925314722623998,2.0,52.0
61.15339942036972,18.325726286225883,2.0,54.0
60.56792663561888,18.705936758253568,2.0,56.0
59.969541350954785,19.065482910813824,2.0,58.0
59.3589726066726,19.403926692303585,2.0,60.0
58.73696428673634,19.72085576110839,2.0,62.0
58.10427421247079,20.015883987977066,2.0,64.0
57.461673219273024,20.288651926460798,2.0,66.0
56.80994421746816,20.53882725084322,2.0,68.0
56.14988123845373,20.76610516102812,2.0,70.0
55.482288467294765,20.970208753891427,2.0,72.0
54.80797926294814,21.150889360644978,2.0,74.0
54.12777516730997,21.307926849801163,2.0,76.0
53.44250490429339,21.441129895369208,2.0,78.0
52.753003370156094,21.550336209956455,2.0,80.0
52.06011061630785,21.635412742490516,2.0,82.0
51.36467082583729,21.696255840321534,2.0,84.0
50.6675312850048,21.732791375506963,2.0,86.0
49.969541350954785,21.74497483512505,2.0,88.0
49.271551416904764,21.732791375506963,2.0,90.0
48.574411876072276,21.696255840321534,2.0,92.0
47.87897208560172,21.635412742490516,2.0,94.0
47.186079331753476,21.550336209956455,2.0,96.0
46.496577797616176,21.441129895369208,2.0,98.0
45.8113075345996,21.307926849801163,2.0,100.0
45.13110343896143,21.150889360644978,2.0,102.0
44.4567942346148,20.970208753891423,2.0,104.0
43.78920146345584,20.766105161028122,2.0,106.0
43.12913848444141,20.53882725084322,2.0,108.0
42.477409482636546,20.288651926460798,2.0,110.0
41.83480848943878,20.015883987977066,2.0,112.0
41.20211841517323,19.72085576110839,2.0,114.0
40.58011009523697,19.403926692303585,2.0,116.0
39.969541350954785,19.06548291081382,2.0,118.0
39.37115606629069,18.70593675825357,2.0,120.0
38.78568328153985,18.325726286225883,2.0,122.0
38.213836305105325,17.925314722623998,2.0,124.0
37.65631184444162,17.50518990725949,2.0,126.0
37.113789157224,17.065863697504607,2.0,128.0
36.58692922377762,16.607871344672933,2.0,130.0
36.07637394177484,16.13177084189807,2.0,132.0
35.58274534418176,15.638142244304992,2.0,134.0
36.49559038581404,-11.375072822341618,4.0,-136.0
37.02245031926042,-11.833065175173296,4.0,-134.0
37.56497300647804,-12.272391384928174,4.0,-132.0
38.12249746714175,-12.692516200292683,4.0,-130.0
38.69434444357628,-13.092927763894568,4.0,-128.0
39.27981722832711,-13.473138235922256,4.0,-126.0
39.87820251299121,-13.832684388482509,4.0,-124.0
40.4887712572734,-14.171128169972278,4.0,-122.0
41.11077957720967,-14.488057238777078,4.0,-120.0
41.7434696514752,-14.783085465645751,4.0,-118.0
42.38607064467297,-15.055853404129483,4.0,-116.0
43.037799646477836,-15.306028728511905,4.0,-114.0
43.69786262549226,-15.533306638696807,4.0,-112.0
44.36545539665123,-15.737410231560112,4.0,-110.0
45.039764600997856,-15.918090838313663,4.0,-108.0
45.71996869663602,-16.075128327469848,4.0,-106.0
46.4052389596526,-16.208331373037893,4.0,-104.0
47.0947404937899,-16.31753768762514,4.0,-102.0
47.78763324763814,-16.4026142201592,4.0,-100.0
48.48307303810871,-16.46345731799022,4.0,-98.0
49.18021257894119,-16.499992853175648,4.0,-96.0
49.87820251299121,-16.512176312793734,4.0,-94.0
50.57619244704123,-16.499992853175648,4.0,-92.0
51.27333198787372,-16.46345731799022,4.0,-90.0
51.96877177834428,-16.4026142201592,4.0,-88.0
52.66166453219252,-16.31753768762514,4.0,-86.0
53.35116606632982,-16.208331373037893,4.0,-84.0
54.0364363293464,-16.075128327469844,4.0,-82.0
54.71664042498457,-15.918090838313663,4.0,-80.0
55.390949629331196,-15.737410231560109,4.0,-78.0
56.058542400490154,-15.533306638696804,4.0,-76.0
56.71860537950459,-15.306028728511901,4.0,-74.0
57.370334381309455,-15.05585340412948,4.0,-72.0
58.012935374507215,-14.783085465645751,4.0,-70.0
58.64562544877276,-14.488057238777074,4.0,-68.0
59.267633768709025,-14.17112816997227,4.0,-66.0
59.87820251299121,-13.832684388482505,4.0,-64.0
60.47658779765531,-13.47313823592225,4.0,-62.0
61.06206058240615,-13.092927763894565,4.0,-60.0
61.63390755884067,-12.692516200292683,4.0,-58.0
62.191432019504376,-12.272391384928174,4.0,-56.0
62.733954706721995,-11.833065175173296,4.0,-54.0
63.26081464016838,-11.375072822341618,4.0,-52.0
63.771369922171154,-10.898972319566756,4.0,-50.0
64.26499851976423,-10.405343721973683,4.0,-48.0
64.74109902253909,-9.894788439970899,4.0,-46.0
65.19909137537077,-9.367928506524521,4.0,-44.0
65.63841758512565,-8.825405819306901,4.0,-42.0
66.05854240049015,-8.267881358643198,4.0,-40.0
66.45895396409205,-7.696034382208674,4.0,-38.0
66.83916443611973,-7.110561597457832,4.0,-36.0
67.19871058867997,-6.512176312793735,4.0,-34.0
67.53715437016974,-5.901607568511552,4.0,-32.0
67.85408343897456,-5.279599248575283,4.0,-30.0
68.14911166584322,-4.64690917430974,4.0,-28.0
68.42187960432696,-4.004308181111976,4.0,-26.0
68.67205492870937,-3.352579179307111,4.0,-24.0
68.89933283889428,-2.6925162002926832,4.0,-22.0
69.10343643175759,-2.024923429133718,4.0,-20.0
69.28411703851114,-1.3506142247870896,4.0,-18.0
69.44115452766732,-0.6704101291489222,4.0,-16.0
69.57435757323537,0.014860133867657943,4.0,-14.0
69.68356388782261,0.7043616680049558,4.0,-12.0
69.76864042035668,1.3972544218531957,4.0,-10.0
69.82948351818769,2.092694212323759,4.0,-8.0
69.86601905337312,2.7898337531562456,4.0,-6.0
69.87820251299121,3.487823687206265,4.0,-4.0
69.86601905337312,4.185813621256284,4.0,-2.0
69.82948351818769,4.882953162088771,4.0,0.0
69.76864042035668,5.5783929525593345,4.0,2.0
69.68356388782261,6.271285706407573,4.0,4.0
69.57435757323537,6.960787240544872,4.0,6.0
69.44115452766732,7.646057503561452,4.0,8.0
69.28411703851114,8.326261599199619,4.0,10.0
69.10343643175759,9.000570803546248,4.0,12.0
68.89933283889428,9.668163574705213,4.0,14.0
68.67205492870937,10.328226553719638,4.0,16.0
68.42187960432696,10.979955555524505,4.0,18.0
68.14911166584322,11.622556548722269,4.0,20.0
67.85408343897456,12.255246622987812,4.0,22.0
67.53715437016974,12.877254942924083,4.0,24.0
67.19871058867997,13.487823687206266,4.0,26.0
66.83916443611973,14.086208971870363,4.0,28.0
66.45895396409205,14.6716817566212,4.0,30.0
66.05854240049015,15.24352873305573,4.0,32.0
65.63841758512565,15.80105319371943,4.0,34.0
65.19909137537077,16.34357588093705,4.0,36.0
64.74109902253909,16.87043581438343,4.0,38.0
64.26499851976423,17.38099109638621,4.0,40.0
63.771369922171154,17.874619693979287,4.0,42.0
63.26081464016838,18.350720196754146,4.0,44.0
62.733954706721995,18.808712549585824,4.0,46.0
62.191432019504376,19.248038759340705,4.0,48.0
61.633907558840676,19.668163574705215,4.0,50.0
61.06206058240615,20.0685751383071,4.0,52.0
60.476587797655306,20.448785610334784,4.0,54.0
59.87820251299121,20.80833176289504,4.0,56.0
59.26763376870902,21.146775544384806,4.0,58.0
58.64562544877276,21.463704613189606,4.0,60.0
58.012935374507215,21.758732840058283,4.0,62.0
57.37033438130945,22.031500778542014,4.0,64.0
56.71860537950458,22.281676102924436,4.0,66.0
56.058542400490154,22.50895401310934,4.0,68.0
55.39094962933119,22.713057605972644,4.0,70.0
54.71664042498456,22.893738212726195,4.0,72.0
54.036436329346394,23.05077570188238,4.0,74.0
53.35116606632981,23.18397874745043,4.0,76.0
52.66166453219252,23.293185062037672,4.0,78.0
51.968771778344276,23.378261594571732,4.0,80.0
51.27333198787371,23.43910469240275,4.0,82.0
50.57619244704122,23.47564022758818,4.0,84.0
49.87820251299121,23.487823687206266,4.0,86.0
49.18021257894119,23.47564022758818,4.0,88.0
48.4830730381087,23.43910469240275,4.0,90.0
47.78763324763814,23.378261594571732,4.0,92.0
47.0947404937899,23.293185062037672,4.0,94.0
46.4052389596526,23.183978747450425,4.0,96.0
45.71996869663602,23.05077570188238,4.0,98.0
45.039764600997856,22.893738212726195,4.0,100.0
44.36545539665122,22.71305760597264,4.0,102.0
43.697862625492256,22.508954013109335,4.0,104.0
43.037799646477836,22.281676102924436,4.0,106.0
42.38607064467297,22.031500778542014,4.0,108.0
41.7434696514752,21.758732840058283,4.0,110.0
41.110779577209655,21.463704613189606,4.0,112.0
40.48877125727339,21.146775544384802,4.0,114.0
39.87820251299121,20.808331762895037,4.0,116.0
39.279817228327104,20.44878561033478,4.0,118.0
38.69434444357628,20.0685751383071,4.0,120.0
38.12249746714175,19.668163574705215,4.0,122.0
37.56497300647804,19.248038759340705,4.0,124.0
37.02245031926042,18.808712549585824,4.0,126.0
36.49559038581404,18.35072019675415,4.0,128.0
35.98503510381126,17.874619693979287,4.0,130.0
35.49140650621818,17.380991096386207,4.0,132.0
35.01530600344332,16.870435814383427,4.0,134.0
36.87034257468288,-10.094465698996887,6.0,-136.0
37.4128652619005,-10.533791908751766,6.0,-134.0
37.97038972256421,-10.953916724116276,6.0,-132.0
38.542236698998735,-11.354328287718161,6.0,-130.0
39.12770948374957,-11.734538759745849,6.0,-128.0
39.726094768413674,-12.094084912306101,6.0,-126.0
40.33666351269586,-12.43252869379587,6.0,-124.0
40.95867183263212,-12.74945776260067,6.0,-122.0
41.59136190689767,-13.044485989469347,6.0,-120.0
42.23396290009542,-13.317253927953072,6.0,-118.0
42.88569190190029,-13.567429252335494,6.0,-116.0
43.545754880914714,-13.794707162520396,6.0,-114.0
44.21334765207368,-13.998810755383701,6.0,-112.0
44.887656856420314,-14.179491362137256,6.0,-110.0
45.56786095205848,-14.33652885129344,6.0,-108.0
46.25313121507506,-14.469731896861486,6.0,-106.0
46.94263274921236,-14.578938211448733,6.0,-104.0
47.6355255030606,-14.664014743982793,6.0,-102.0
48.33096529353116,-14.724857841813812,6.0,-100.0
49.028104834363646,-14.76139337699924,6.0,-98.0
49.72609476841367,-14.773576836617327,6.0,-96.0
50.42408470246368,-14.76139337699924,6.0,-94.0
51.12122424329617,-14.724857841813812,6.0,-92.0
51.816664033766735,-14.664014743982793,6.0,-90.0
52.509556787614976,-14.578938211448733,6.0,-88.0
53.19905832175227,-14.46973189686149,6.0,-86.0
53.88432858476885,-14.33652885129344,6.0,-84.0
54.56453268040702,-14.179491362137256,6.0,-82.0
55.23884188475365,-13.998810755383705,6.0,-80.0
55.90643465591262,-13.794707162520396,6.0,-78.0
56.56649763492704,-13.567429252335497,6.0,-76.0
57.218226636731906,-13.317253927953075,6.0,-74.0
57.86082762992967,-13.044485989469344,6.0,-72.0
58.49351770419521,-12.749457762600667,6.0,-70.0
59.11552602413148,-12.432528693795867,6.0,-68.0
59.72609476841367,-12.094084912306101,6.0,-66.0
60.324480053077764,-11.734538759745845,6.0,-64.0
60.909952837828605,-11.354328287718157,6.0,-62.0
61.481799814263134,-10.953916724116272,6.0,-60.0
62.039324274926834,-10.533791908751766,6.0,-58.0
62.58184696214445,-10.094465698996887,6.0,-56.0
63.10870689559083,-9.636473346165209,6.0,-54.0
63.61926217759361,-9.160372843390348,6.0,-52.0
64.11289077518668,-8.666744245797272,6.0,-50.0
64.58899127796155,-8.156188963794492,6.0,-48.0
65.04698363079322,-7.629329030348112,6.0,-46.0
65.4863098405481,-7.08680634313049,6.0,-44.0
65.90643465591262,-6.52928188246679,6.0,-42.0
66.3068462195145,-5.957434906032262,6.0,-40.0
66.68705669154218,-5.371962121281424,6.0,-38.0
67.04660284410244,-4.773576836617325,6.0,-36.0
67.38504662559221,-4.163008092335144,6.0,-34.0
67.701975694397,-3.540999772398875,6.0,-32.0
67.99700392126569,-2.90830969813333,6.0,-30.0
68.26977185974941,-2.265708704935567,6.0,-28.0
68.51994718413184,-1.6139797031307026,6.0,-26.0
68.74722509431673,-0.9539167241162749,6.0,-24.0
68.95132868718005,-0.28632395295730895,6.0,-22.0
69.13200929393359,0.3879852513893187,6.0,-20.0
69.28904678308979,1.068189347027487,6.0,-18.0
69.42224982865783,1.7534596100440667,6.0,-16.0
69.53145614324507,2.4429611441813646,6.0,-14.0
69.61653267577913,3.1358538980296036,6.0,-12.0
69.67737577361015,3.8312936885001676,6.0,-10.0
69.71391130879559,4.528433229332654,6.0,-8.0
69.72609476841367,5.226423163382673,6.0,-6.0
69.71391130879559,5.9244130974326925,6.0,-4.0
69.67737577361015,6.62155263826518,6.0,-2.0
69.61653267577913,7.316992428735743,6.0,0.0
69.53145614324507,8.009885182583982,6.0,2.0
69.42224982865783,8.69938671672128,6.0,4.0
69.28904678308979,9.38465697973786,6.0,6.0
69.13200929393359,10.064861075376028,6.0,8.0
68.95132868718005,10.739170279722657,6.0,10.0
68.74722509431673,11.406763050881622,6.0,12.0
68.51994718413184,12.066826029896049,6.0,14.0
68.26977185974941,12.718555031700912,6.0,16.0
67.99700392126569,13.361156024898678,6.0,18.0
67.701975694397,13.993846099164221,6.0,20.0
67.38504662559221,14.61585441910049,6.0,22.0
67.04660284410244,15.226423163382673,6.0,24.0
66.68705669154218,15.82480844804677,6.0,26.0
66.3068462195145,16.41028123279761,6.0,28.0
65.90643465591262,16.982128209232137,6.0,30.0
65.4863098405481,17.539652669895837,6.0,32.0
65.04698363079322,18.08217535711346,6.0,34.0
64.58899127796155,18.609035290559838,6.0,36.0
64.11289077518668,19.119590572562622,6.0,38.0
63.61926217759361,19.613219170155695,6.0,40.0
63.10870689559083,20.089319672930557,6.0,42.0
62.58184696214445,20.54731202576223,6.0,44.0
62.039324274926834,20.986638235517113,6.0,46.0
61.48179981426313,21.406763050881622,6.0,48.0
60.9099528378286,21.807174614483507,6.0,50.0
60.324480053077764,22.187385086511192,6.0,52.0
59.72609476841367,22.546931239071444,6.0,54.0
59.11552602413148,22.88537502056121,6.0,56.0
58.49351770419521,23.202304089366013,6.0,58.0
57.86082762992967,23.49733231623469,6.0,60.0
57.21822663673191,23.770100254718418,6.0,62.0
56.566497634927046,24.02027557910084,6.0,64.0
55.90643465591262,24.247553489285743,6.0,66.0
55.23884188475365,24.45165708214905,6.0,68.0
54.56453268040703,24.632337688902602,6.0,70.0
53.88432858476885,24.789375178058783,6.0,72.0
53.199058321752275,24.922578223626832,6.0,74.0
52.509556787614976,25.03178453821408,6.0,76.0
51.81666403376674,25.11686107074814,6.0,78.0
51.121224243296176,25.177704168579158,6.0,80.0
50.42408470246369,25.214239703764587,6.0,82.0
49.72609476841367,25.226423163382673,6.0,84.0
49.028104834363646,25.214239703764587,6.0,86.0
48.330965293531165,25.177704168579158,6.0,88.0
47.6355255030606,25.11686107074814,6.0,90.0
46.94263274921236,25.03178453821408,6.0,92.0
46.25313121507506,24.922578223626832,6.0,94.0
45.56786095205848,24.789375178058787,6.0,96.0
44.887656856420314,24.632337688902602,6.0,98.0
44.213347652073686,24.45165708214905,6.0,100.0
43.54575488091472,24.247553489285746,6.0,102.0
42.885691901900294,24.020275579100844,6.0,104.0
42.23396290009543,23.77010025471842,6.0,106.0
41.59136190689767,23.497332316234694,6.0,108.0
40.95867183263212,23.202304089366013,6.0,110.0
40.33666351269585,22.88537502056121,6.0,112.0
39.72609476841366,22.546931239071444,6.0,114.0
39.12770948374956,22.18738508651119,6.0,116.0
38.54223669899872,21.807174614483504,6.0,118.0
37.97038972256421,21.406763050881622,6.0,120.0
37.4128652619005,20.986638235517113,6.0,122.0
36.87034257468288,20.54731202576223,6.0,124.0
36.343482641236506,20.089319672930557,6.0,126.0
35.83292735923372,19.613219170155695,6.0,128.0
35.33929876164064,19.119590572562615,6.0,130.0
34.86319825886578,18.609035290559834,6.0,132.0
34.4052059060341,18.082175357113456,6.0,134.0
37.20017393056535,-8.801560024131167,8.0,-136.0
37.757698391229056,-9.221684839495676,8.0,-134.0
38.329545367663584,-9.622096403097562,8.0,-132.0
38.91501815241442,-10.00230687512525,8.0,-130.0
39.51340343707852,-10.361853027685502,8.0,-128.0
40.123972181360706,-10.70029680917527,8.0,-126.0
40.74598050129697,-11.01722587798007,8.0,-124.0
41.378670575562516,-11.312254104848748,8.0,-122.0
42.02127156876028,-11.585022043332476,8.0,-120.0
42.67300057056514,-11.835197367714894,8.0,-118.0
43.33306354957956,-12.062475277899797,8.0,-116.0
44.00065632073853,-12.266578870763102,8.0,-114.0
44.67496552508516,-12.447259477516656,8.0,-112.0
45.35516962072333,-12.604296966672841,8.0,-110.0
